"FIPS","Name of Area","Qualifying Name","Nation","State","County","Child Mortality (Death Counts)","Premature Age-adjusted Mortality (Death Counts)","Drug Poisoning Mortality (Death Counts)","Child Mortality Rate per 100,000 Population","Premature Age-adjusted Mortality Rate per 100,000 Population","Drug Poisoning Mortality Rate per 100,000 Population"
"01095","Marshall County","Marshall County, Alabama","00","01","095",56,1792,49,59.734607672,532,17.167081246
"01097","Mobile County","Mobile County, Alabama","00","01","097",304,6980,182,76.980734558,490.5,14.62803793
"01099","Monroe County","Monroe County, Alabama","00","01","099",22,400,,111.95359015,525.4,
"01101","Montgomery County","Montgomery County, Alabama","00","01","101",203,3377,45,94.700062045,457.6,6.6223801128
"01103","Morgan County","Morgan County, Alabama","00","01","103",69,1951,58,63.021756206,454.7,16.228542649
"01105","Perry County","Perry County, Alabama","00","01","105",,208,,,648,
"01107","Pickens County","Pickens County, Alabama","00","01","107",20,340,,121.75077616,451.8,
"01109","Pike County","Pike County, Alabama","00","01","109",16,502,,62.109390163,493.6,
"01111","Randolph County","Randolph County, Alabama","00","01","111",12,461,,60.719526388,531.2,
"01113","Russell County","Russell County, Alabama","00","01","113",51,1120,15,86.467057746,589.1,8.5774572986
"01115","St. Clair County","St. Clair County, Alabama","00","01","115",49,1494,77,61.149103978,469.3,29.245096699
"01117","Shelby County","Shelby County, Alabama","00","01","117",83,2117,118,41.071013266,295.1,18.643157329
"01119","Sumter County","Sumter County, Alabama","00","01","119",13,246,,127.43848642,603.8,
"01121","Talladega County","Talladega County, Alabama","00","01","121",43,1749,30,61.082148387,592.9,12.446583413
"01123","Tallapoosa County","Tallapoosa County, Alabama","00","01","123",25,766,13,72.632190587,477.3,10.633772863
"01125","Tuscaloosa County","Tuscaloosa County, Alabama","00","01","125",141,2698,92,81.879631135,431.3,14.889405702
"01127","Walker County","Walker County, Alabama","00","01","127",51,1703,34,88.774391199,715.2,17.497002352
"01129","Washington County","Washington County, Alabama","00","01","129",19,343,,125.76118613,566.3,
"01131","Wilcox County","Wilcox County, Alabama","00","01","131",,239,,,606.4,
"01133","Winston County","Winston County, Alabama","00","01","133",15,498,,75.395828098,513,
"02013","Aleutians East Borough","Aleutians East Borough, Alaska","00","02","013",,,,,,
"02016","Aleutians West Census Area","Aleutians West Census Area, Alaska","00","02","016",,42,,,245,
"02020","Anchorage Municipality","Anchorage Municipality, Alaska","00","02","020",179,3219,182,60.69236768,357.9,20.420917752
"02050","Bethel Census Area","Bethel Census Area, Alaska","00","02","050",35,243,,135.50135501,509.6,
"02060","Bristol Bay Borough","Bristol Bay Borough, Alaska","00","02","060",,20,,,674.9,
"02068","Denali Borough","Denali Borough, Alaska","00","02","068",,,,,,
"02070","Dillingham Census Area","Dillingham Census Area, Alaska","00","02","070",11,73,,175.52257859,530.5,
"02090","Fairbanks North Star Borough","Fairbanks North Star Borough, Alaska","00","02","090",66,951,38,68.401579455,330.2,12.669242746
"02100","Haines Borough","Haines Borough, Alaska","00","02","100",,20,,,188.7,
"02105","Hoonah-Angoon Census Area","Hoonah-Angoon Census Area, Alaska","00","02","105",,28,,,340.6,
"02110","Juneau City and Borough","Juneau City and Borough, Alaska","00","02","110",13,360,28,45.708660033,332.6,28.771655809
"02122","Kenai Peninsula Borough","Kenai Peninsula Borough, Alaska","00","02","122",29,808,41,54.449868569,362.1,23.404231028
"02130","Ketchikan Gateway Borough","Ketchikan Gateway Borough, Alaska","00","02","130",,152,,,308.4,
"02150","Kodiak Island Borough","Kodiak Island Borough, Alaska","00","02","150",,111,,,262.3,
"02158","Kusilvak Census Area","Kusilvak Census Area, Alaska","00","02","158",22,135,,164.58442433,684.3,
"02164","Lake and Peninsula Borough","Lake and Peninsula Borough, Alaska","00","02","164",,30,,,641.8,
"02170","Matanuska-Susitna Borough","Matanuska-Susitna Borough, Alaska","00","02","170",54,1131,57,48.43961643,343.9,18.269699223
"02180","Nome Census Area","Nome Census Area, Alaska","00","02","180",21,145,,151.76700152,558.2,
"02185","North Slope Borough","North Slope Borough, Alaska","00","02","185",14,128,,138.6825161,489.3,
"02188","Northwest Arctic Borough","Northwest Arctic Borough, Alaska","00","02","188",25,114,,226.14201719,577.7,
"02195","Petersburg Borough","Petersburg Borough, Alaska","00","02","195",,40,,,365.5,
"02198","Prince of Wales-Hyder Census Area","Prince of Wales-Hyder Census Area, Alaska","00","02","198",,105,,,464.6,
"02220","Sitka City and Borough","Sitka City and Borough, Alaska","00","02","220",,90,,,293.4,
"02230","Skagway Municipality","Skagway Municipality, Alaska","00","02","230",,,,,,
"02240","Southeast Fairbanks Census Area","Southeast Fairbanks Census Area, Alaska","00","02","240",,77,,,318.1,
"02261","Valdez-Cordova Census Area","Valdez-Cordova Census Area, Alaska","00","02","261",,103,,,318.8,
"02275","Wrangell City and Borough","Wrangell City and Borough, Alaska","00","02","275",,30,,,302.4,
"02282","Yakutat City and Borough","Yakutat City and Borough, Alaska","00","02","282",,,,,,
"02290","Yukon-Koyukuk Census Area","Yukon-Koyukuk Census Area, Alaska","00","02","290",,120,,,681.2,
"04001","Apache County","Apache County, Arizona","00","04","001",98,1304,21,118.79507849,608,9.7135879218
"04003","Cochise County","Cochise County, Arizona","00","04","003",57,1787,88,51.088544514,372.2,23.345085462
"04005","Coconino County","Coconino County, Arizona","00","04","005",71,1486,71,59.623782331,363.2,16.873385443
"04007","Gila County","Gila County, Arizona","00","04","007",40,1179,62,92.019600175,561.8,38.697758027
"04009","Graham County","Graham County, Arizona","00","04","009",20,432,20,47.656492006,386.1,17.741348875
"04011","Greenlee County","Greenlee County, Arizona","00","04","011",,107,,,374.4,
"04012","La Paz County","La Paz County, Arizona","00","04","012",,471,22,,591.1,36.024234485
"04013","Maricopa County","Maricopa County, Arizona","00","04","013",1994,42064,2473,48.163774223,306.1,19.444916436
"04015","Mohave County","Mohave County, Arizona","00","04","015",96,4715,170,64.636453613,508.8,27.544370741
"04017","Navajo County","Navajo County, Arizona","00","04","017",82,1704,64,68.572766577,491.3,19.556375837
"04019","Pima County","Pima County, Arizona","00","04","019",376,12460,719,43.084827838,348.4,23.581502132
"04021","Pinal County","Pinal County, Arizona","00","04","021",180,4840,175,45.915087698,319,13.940213214
"04023","Santa Cruz County","Santa Cruz County, Arizona","00","04","023",15,359,19,29.146021568,225.4,13.702779501
"04025","Yavapai County","Yavapai County, Arizona","00","04","025",78,3584,180,51.485148515,353.7,26.627809789
"04027","Yuma County","Yuma County, Arizona","00","04","027",103,1904,98,48.934603416,292.7,15.871987562
"05001","Arkansas County","Arkansas County, Arkansas","00","05","001",15,355,,89.291029228,534.7,
"05003","Ashley County","Ashley County, Arkansas","00","05","003",11,400,,57.172557173,508.9,
"05005","Baxter County","Baxter County, Arkansas","00","05","005",12,807,29,41.100113025,439.2,23.487486839
"05007","Benton County","Benton County, Arkansas","00","05","007",147,2531,107,54.022071875,316.6,13.819593601
"05009","Boone County","Boone County, Arkansas","00","05","009",19,614,17,56.609957394,432.8,15.191185538
"05011","Bradley County","Bradley County, Arkansas","00","05","011",13,221,,124.33052793,556.2,
"05013","Calhoun County","Calhoun County, Arkansas","00","05","013",,112,,,551.9,
"05015","Carroll County","Carroll County, Arkansas","00","05","015",16,476,11,65.228912716,437,13.206233342
"05017","Chicot County","Chicot County, Arkansas","00","05","017",10,235,,100.06003602,611.5,
"05019","Clark County","Clark County, Arkansas","00","05","019",10,313,,58.05178219,450.6,
"05021","Clay County","Clay County, Arkansas","00","05","021",,346,14,,600.2,31.146410376
"05023","Cleburne County","Cleburne County, Arkansas","00","05","023",10,507,,50.745965696,489.5,
"05025","Cleveland County","Cleveland County, Arkansas","00","05","025",,169,,,549,
"05027","Columbia County","Columbia County, Arkansas","00","05","027",15,413,,74.30524595,515.7,
"05029","Conway County","Conway County, Arkansas","00","05","029",16,414,,83.328993282,524.3,
"05031","Craighead County","Craighead County, Arkansas","00","05","031",87,1370,36,83.299821911,422,11.345586567
"05033","Crawford County","Crawford County, Arkansas","00","05","033",35,1048,32,56.730691304,475.8,17.115411358
"05035","Crittenden County","Crittenden County, Arkansas","00","05","035",38,919,22,69.726050019,588.1,14.971282358
"05037","Cross County","Cross County, Arkansas","00","05","037",18,356,,109.55569081,568.5,
"05039","Dallas County","Dallas County, Arkansas","00","05","039",,173,,,588.6,
"05041","Desha County","Desha County, Arkansas","00","05","041",,265,,,639.4,
"05043","Drew County","Drew County, Arkansas","00","05","043",16,321,,97.288094369,521.8,
"05045","Faulkner County","Faulkner County, Arkansas","00","05","045",65,1439,40,56.510437043,398.2,10.886338462
"05047","Franklin County","Franklin County, Arkansas","00","05","047",,331,13,,529.7,24.427825172
"05049","Fulton County","Fulton County, Arkansas","00","05","049",,260,,,533.3,
"05051","Garland County","Garland County, Arkansas","00","05","051",47,1891,84,58.369141353,500.8,28.638446432
"05053","Grant County","Grant County, Arkansas","00","05","053",,301,,,441.2,
"05055","Greene County","Greene County, Arkansas","00","05","055",38,810,21,86.890906181,535.4,15.689555986
"05057","Hempstead County","Hempstead County, Arkansas","00","05","057",13,358,,56.499630579,456.8,
"05059","Hot Spring County","Hot Spring County, Arkansas","00","05","059",22,682,18,78.230566816,548.5,17.932930839
"05061","Howard County","Howard County, Arkansas","00","05","061",12,255,,86.015339402,544.1,
"05063","Independence County","Independence County, Arkansas","00","05","063",21,607,14,58.815291976,465,12.530879668
"05065","Izard County","Izard County, Arkansas","00","05","065",,283,10,,500.6,24.652401144
"05067","Jackson County","Jackson County, Arkansas","00","05","067",10,374,,71.403070332,591.4,
"05069","Jefferson County","Jefferson County, Arkansas","00","05","069",54,1416,31,83.351341339,576,14.713141208
"05071","Johnson County","Johnson County, Arkansas","00","05","071",12,416,14,46.157396723,465,17.750954114
"05073","Lafayette County","Lafayette County, Arkansas","00","05","073",,132,,,489.3,
"05075","Lawrence County","Lawrence County, Arkansas","00","05","075",12,357,,80.873433077,569.6,
"05077","Lee County","Lee County, Arkansas","00","05","077",,191,,,562.7,
"05079","Lincoln County","Lincoln County, Arkansas","00","05","079",,216,10,,474.8,24.288941245
"05081","Little River County","Little River County, Arkansas","00","05","081",,261,,,539.8,
"05083","Logan County","Logan County, Arkansas","00","05","083",20,408,10,103.83137784,494.8,15.330839517
"05085","Lonoke County","Lonoke County, Arkansas","00","05","085",57,1144,34,75.717321998,496.3,15.68475488
"05087","Madison County","Madison County, Arkansas","00","05","087",23,303,,152.6818906,513.5,
"05089","Marion County","Marion County, Arkansas","00","05","089",,391,,,494.2,
"05091","Miller County","Miller County, Arkansas","00","05","091",33,817,,78.128699276,543.6,
"05093","Mississippi County","Mississippi County, Arkansas","00","05","093",34,959,19,74.125752158,683.6,14.759344996
"05095","Monroe County","Monroe County, Arkansas","00","05","095",,197,,,701.1,
"05097","Montgomery County","Montgomery County, Arkansas","00","05","097",,180,,,446.5,
"05099","Nevada County","Nevada County, Arkansas","00","05","099",,182,,,555.3,
"05101","Newton County","Newton County, Arkansas","00","05","101",,140,,,393.4,
"05103","Ouachita County","Ouachita County, Arkansas","00","05","103",12,543,,54.409430968,583.4,
"05105","Perry County","Perry County, Arkansas","00","05","105",,187,,,478.3,
"05107","Phillips County","Phillips County, Arkansas","00","05","107",22,418,,107.56894191,646.4,
"05109","Pike County","Pike County, Arkansas","00","05","109",,180,,,420.8,
"05111","Poinsett County","Poinsett County, Arkansas","00","05","111",15,565,15,65.28551532,645.6,20.770732653
"05113","Polk County","Polk County, Arkansas","00","05","113",,382,,,462.5,
"05115","Pope County","Pope County, Arkansas","00","05","115",24,891,19,41.389300866,426.9,9.9474356558
"05117","Prairie County","Prairie County, Arkansas","00","05","117",,143,,,416.5,
"05119","Pulaski County","Pulaski County, Arkansas","00","05","119",266,5769,170,71.760202223,441.5,14.408367023
"05121","Randolph County","Randolph County, Arkansas","00","05","121",14,361,,88.793048773,567.9,
"05123","St. Francis County","St. Francis County, Arkansas","00","05","123",27,467,,115.05028123,514.2,
"05125","Saline County","Saline County, Arkansas","00","05","125",68,1685,62,61.148329661,394.2,17.440911878
"05127","Scott County","Scott County, Arkansas","00","05","127",,221,,,568.2,
"05129","Searcy County","Searcy County, Arkansas","00","05","129",10,149,,155.08684864,457.6,
"05131","Sebastian County","Sebastian County, Arkansas","00","05","131",71,1999,61,57.251138975,461.2,15.898665555
"05133","Sevier County","Sevier County, Arkansas","00","05","133",13,244,,66.323146778,458.3,
"05135","Sharp County","Sharp County, Arkansas","00","05","135",,420,11,,577.8,21.374995142
"05137","Stone County","Stone County, Arkansas","00","05","137",13,237,,131.53900637,463.6,
"05139","Union County","Union County, Arkansas","00","05","139",30,768,,78.078234391,537,
"05141","Van Buren County","Van Buren County, Arkansas","00","05","141",10,306,10,75.103266992,452.7,20.038072337
"05143","Washington County","Washington County, Arkansas","00","05","143",127,2421,54,56.323786378,372.9,7.8772089007
"05145","White County","White County, Arkansas","00","05","145",72,1256,40,96.221951969,470.2,16.846361186
"05147","Woodruff County","Woodruff County, Arkansas","00","05","147",,166,,,602.8,
"05149","Yell County","Yell County, Arkansas","00","05","149",16,396,,74.703520403,524.1,
"06001","Alameda County","Alameda County, California","00","06","001",449,12763,490,32.504410537,235.9,9.900772038
"06003","Alpine County","Alpine County, California","00","06","003",,31,,,926.4,
"06005","Amador County","Amador County, California","00","06","005",,511,19,,288.8,16.812671445
"06007","Butte County","Butte County, California","00","06","007",74,3141,184,40.67341992,389.6,26.996533
"06009","Calaveras County","Calaveras County, California","00","06","009",14,689,25,44.798566446,326.4,18.427201498
"06011","Colusa County","Colusa County, California","00","06","011",11,220,11,46.042442761,316.8,16.955684008
"06013","Contra Costa County","Contra Costa County, California","00","06","013",307,9376,345,29.368856576,237.1,10.119346695
"06015","Del Norte County","Del Norte County, California","00","06","015",,505,15,,489.1,18.233978411
"06017","El Dorado County","El Dorado County, California","00","06","017",35,1997,113,23.069115069,260.4,20.212354936
"06019","Fresno County","Fresno County, California","00","06","019",596,9841,408,53.182993221,347.5,13.858549723
"06021","Glenn County","Glenn County, California","00","06","021",19,330,10,63.698538286,354.9,11.877048791
"06023","Humboldt County","Humboldt County, California","00","06","023",66,2089,139,62.478700443,428.4,33.974780447
"06025","Imperial County","Imperial County, California","00","06","025",78,1583,98,37.798389207,304.9,18.017885509
"06027","Inyo County","Inyo County, California","00","06","027",11,269,12,73.504844637,361.8,22.046665442
"06029","Kern County","Kern County, California","00","06","029",506,9916,647,49.011393696,398.6,24.322549334
"06031","Kings County","Kings County, California","00","06","031",70,1279,42,42.497131444,321.5,9.3157162788
"06033","Lake County","Lake County, California","00","06","033",25,1465,78,47.195635348,552,40.424352044
"06035","Lassen County","Lassen County, California","00","06","035",13,398,25,60.716454159,376.9,26.77290154
"06037","Los Angeles County","Los Angeles County, California","00","06","037",3206,83305,2470,35.380557291,259.8,8.1058781268
"06039","Madera County","Madera County, California","00","06","039",89,1599,62,52.117797935,327.2,13.288039693
"06041","Marin County","Marin County, California","00","06","041",36,1834,96,16.924053311,165.6,12.263245902
"06043","Mariposa County","Mariposa County, California","00","06","043",,287,,,380.3,
"06045","Mendocino County","Mendocino County, California","00","06","045",51,1236,71,66.879983214,351.8,26.96595074
"06047","Merced County","Merced County, California","00","06","047",136,2710,113,42.392825638,361.7,13.954062732
"06049","Modoc County","Modoc County, California","00","06","049",,161,,,440.1,
"06051","Mono County","Mono County, California","00","06","051",,102,,,191,
"06053","Monterey County","Monterey County, California","00","06","053",178,3327,142,38.875408683,251,10.864267806
"06055","Napa County","Napa County, California","00","06","055",38,1304,43,31.290141958,244.4,10.103502156
"06057","Nevada County","Nevada County, California","00","06","057",23,1165,54,33.017513638,261.3,18.133096931
"06059","Orange County","Orange County, California","00","06","059",857,22380,1168,29.998967363,213.7,12.252551951
"06061","Placer County","Placer County, California","00","06","061",103,3496,133,30.14348886,241.7,11.645337312
"06063","Plumas County","Plumas County, California","00","06","063",,321,11,,373.8,19.721036968
"06065","Riverside County","Riverside County, California","00","06","065",891,22240,1102,36.268917538,295.3,15.365238838
"06067","Sacramento County","Sacramento County, California","00","06","067",614,16064,723,42.34266665,326.7,15.902657261
"06069","San Benito County","San Benito County, California","00","06","069",24,488,17,38.488677914,259.6,9.5229559255
"06071","San Bernardino County","San Bernardino County, California","00","06","071",1148,22054,393,50.076925661,346.4,6.1161289479
"06073","San Diego County","San Diego County, California","00","06","073",979,25927,1336,33.600512897,244.4,13.420452428
"06075","San Francisco County","San Francisco County, California","00","06","075",141,6907,566,30.157524944,236.9,21.60250925
"06077","San Joaquin County","San Joaquin County, California","00","06","077",382,8255,369,47.5470336,369.3,16.7328802
"06079","San Luis Obispo County","San Luis Obispo County, California","00","06","079",80,2730,140,39.472840219,260.7,16.515413009
"06081","San Mateo County","San Mateo County, California","00","06","081",182,4882,199,28.135526668,182.4,8.6471285015
"06083","Santa Barbara County","Santa Barbara County, California","00","06","083",166,3387,206,41.729092719,245.5,15.383592875
"06085","Santa Clara County","Santa Clara County, California","00","06","085",479,11654,448,27.568916536,192.1,7.7567712024
"06087","Santa Cruz County","Santa Cruz County, California","00","06","087",84,2285,141,38.781342481,234.5,17.096794533
"06089","Shasta County","Shasta County, California","00","06","089",70,3123,101,45.222267444,444.7,18.735449883
"06091","Sierra County","Sierra County, California","00","06","091",,47,,,316,
"06093","Siskiyou County","Siskiyou County, California","00","06","093",13,822,37,36.816765789,441.9,28.242118922
"06095","Solano County","Solano County, California","00","06","095",196,4656,166,49.395534744,302.8,12.559040731
"06097","Sonoma County","Sonoma County, California","00","06","097",114,4881,209,28.072456488,246.7,13.846258827
"06099","Stanislaus County","Stanislaus County, California","00","06","099",261,6196,240,44.453225328,372.2,14.743400332
"06101","Sutter County","Sutter County, California","00","06","101",46,1139,30,45.647600524,360.8,10.353324452
"06103","Tehama County","Tehama County, California","00","06","103",27,934,22,44.374322059,399.5,11.547950239
"06105","Trinity County","Trinity County, California","00","06","105",,264,,,464.2,
"06107","Tulare County","Tulare County, California","00","06","107",273,4659,122,47.367133456,364.3,8.8099809863
"06109","Tuolumne County","Tuolumne County, California","00","06","109",22,817,50,61.106018943,349.8,30.909799024
"06111","Ventura County","Ventura County, California","00","06","111",281,6762,377,34.862355728,236.9,14.758287052
"06113","Yolo County","Yolo County, California","00","06","113",69,1674,92,37.697502131,271.9,14.198977056
"06115","Yuba County","Yuba County, California","00","06","115",50,1114,44,60.322362706,480.2,19.400523814
"08001","Adams County","Adams County, Colorado","00","08","001",240,4580,291,44.47409384,322.2,19.494992601
"08003","Alamosa County","Alamosa County, Colorado","00","08","003",,199,,,406.8,
"08005","Arapahoe County","Arapahoe County, Colorado","00","08","005",258,5152,284,42.220607584,251.6,14.859649563
"08007","Archuleta County","Archuleta County, Colorado","00","08","007",,142,,,241.1,
"08009","Baca County","Baca County, Colorado","00","08","009",,46,,,323.8,
"08011","Bent County","Bent County, Colorado","00","08","011",,99,,,451.9,
"08013","Boulder County","Boulder County, Colorado","00","08","013",78,2221,121,30.823826027,210.5,12.550409081
"08014","Broomfield County","Broomfield County, Colorado","00","08","014",22,439,25,34.926733239,204.5,12.504063821
"08015","Chaffee County","Chaffee County, Colorado","00","08","015",,225,10,,270.9,17.435575548
"08017","Cheyenne County","Cheyenne County, Colorado","00","08","017",,,,,,
"08019","Clear Creek County","Clear Creek County, Colorado","00","08","019",,99,,,238.2,
"08021","Conejos County","Conejos County, Colorado","00","08","021",,117,,,414.2,
"08023","Costilla County","Costilla County, Colorado","00","08","023",,66,,,454.9,
"08025","Crowley County","Crowley County, Colorado","00","08","025",,69,,,362.4,
"08027","Custer County","Custer County, Colorado","00","08","027",,78,,,404.4,
"08029","Delta County","Delta County, Colorado","00","08","029",12,441,,48.531909731,339.9,
"08031","Denver County","Denver County, Colorado","00","08","031",289,6626,397,51.628255126,325.1,19.084464861
"08033","Dolores County","Dolores County, Colorado","00","08","033",,20,,,306.7,
"08035","Douglas County","Douglas County, Colorado","00","08","035",98,1729,88,27.391823261,166.9,8.9220717862
"08037","Eagle County","Eagle County, Colorado","00","08","037",21,245,14,42.919332093,139.5,8.6224948573
"08039","Elbert County","Elbert County, Colorado","00","08","039",15,218,,69.127609567,235.9,
"08041","El Paso County","El Paso County, Colorado","00","08","041",362,6945,498,53.795479099,326.4,24.151461673
"08043","Fremont County","Fremont County, Colorado","00","08","043",17,740,36,55.347550057,377.1,25.406324763
"08045","Garfield County","Garfield County, Colorado","00","08","045",23,491,24,38.446108585,257.4,13.628620102
"08047","Gilpin County","Gilpin County, Colorado","00","08","047",,62,,,221.8,
"08049","Grand County","Grand County, Colorado","00","08","049",,120,,,223.9,
"08051","Gunnison County","Gunnison County, Colorado","00","08","051",10,128,,88.167871628,234.9,
"08053","Hinsdale County","Hinsdale County, Colorado","00","08","053",,,,,,
"08055","Huerfano County","Huerfano County, Colorado","00","08","055",,139,12,,514.1,60.51132066
"08057","Jackson County","Jackson County, Colorado","00","08","057",,20,,,367.5,
"08059","Jefferson County","Jefferson County, Colorado","00","08","059",164,5428,273,35.339115445,260.2,15.94650386
"08061","Kiowa County","Kiowa County, Colorado","00","08","061",,32,,,533.4,
"08063","Kit Carson County","Kit Carson County, Colorado","00","08","063",,72,,,266.7,
"08065","Lake County","Lake County, Colorado","00","08","065",,72,,,293.3,
"08067","La Plata County","La Plata County, Colorado","00","08","067",17,497,24,40.155899374,243.8,14.466546112
"08069","Larimer County","Larimer County, Colorado","00","08","069",103,2837,140,38.069049124,249.6,13.758591749
"08071","Las Animas County","Las Animas County, Colorado","00","08","071",10,269,24,93.755859741,500.7,56.605108611
"08073","Lincoln County","Lincoln County, Colorado","00","08","073",,57,,,293.5,
"08075","Logan County","Logan County, Colorado","00","08","075",,278,,,372.8,
"08077","Mesa County","Mesa County, Colorado","00","08","077",69,1906,98,52.060541128,352.2,21.767522856
"08079","Mineral County","Mineral County, Colorado","00","08","079",,,,,,
"08081","Moffat County","Moffat County, Colorado","00","08","081",,174,,,380.5,
"08083","Montezuma County","Montezuma County, Colorado","00","08","083",16,357,18,67.128172855,362.4,22.696609379
"08085","Montrose County","Montrose County, Colorado","00","08","085",15,510,15,40.909834724,309.6,12.077197446
"08087","Morgan County","Morgan County, Colorado","00","08","087",14,369,10,47.065151617,409.9,11.788838328
"08089","Otero County","Otero County, Colorado","00","08","089",,302,,,454.4,
"08091","Ouray County","Ouray County, Colorado","00","08","091",,39,,,205.7,
"08093","Park County","Park County, Colorado","00","08","093",,179,12,,249.7,23.264380295
"08095","Phillips County","Phillips County, Colorado","00","08","095",,56,,,383.8,
"08097","Pitkin County","Pitkin County, Colorado","00","08","097",,95,,,129.8,
"08099","Prowers County","Prowers County, Colorado","00","08","099",,168,,,402.1,
"08101","Pueblo County","Pueblo County, Colorado","00","08","101",80,2503,137,52.896408995,430.3,27.666204217
"08103","Rio Blanco County","Rio Blanco County, Colorado","00","08","103",,75,,,336.9,
"08105","Rio Grande County","Rio Grande County, Colorado","00","08","105",,172,12,,411,34.961978848
"08107","Routt County","Routt County, Colorado","00","08","107",,186,17,,212.2,22.973593881
